age,annual_income,monthly_expenses,young_dependents,home_ownership,occupants_count,house_area,sanitary_availability,water_availabity,loan_amount,Recommended Loan
40,110000,4000.0,1,1,2,350,1,1.0,7000,Mahabank Kisan All Purpose Term Loan
35,110000,3000.0,2,1,1,120,0,1.0,12000,Mahabank Kisan All Purpose Term Loan
40,40000,3000.0,0,1,4,400,1,1.0,8000,Agri Term Loan
42,48000,3000.0,1,1,4,400,1,1.0,8000,Agri Term Loan
38,42000,3000.0,2,1,4,400,1,1.0,8000,Agri Term Loan
35,42000,3000.0,2,1,4,300,1,1.0,8000,Agri Term Loan
35,42000,3000.0,2,1,4,400,1,1.0,8000,Agri Term Loan
40,42000,3000.0,2,1,4,880,1,1.0,8000,Kisan Power
46,24000,4200.0,0,1,3,500,1,0.5,15000,Agri Term Loan
38,18000,4200.0,2,1,4,350,1,0.5,15000,Agri Loan
34,18000,4600.0,3,1,5,410,1,0.5,12000,Agri Loan
30,18000,5000.0,2,1,4,600,1,0.5,15000,Agri Loan
23,12000,4000.0,2,1,4,300,1,0.5,12000,Agri Term Loan
42,48000,3000.0,1,1,3,300,1,1.0,8000,Agri Term Loan
22,42000,3000.0,1,1,3,400,1,1.0,8000,Agri Term Loan
28,48000,3000.0,3,1,5,400,1,1.0,8000,Agri Loan
37,48000,3000.0,2,1,4,400,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
40,18000,4000.0,2,1,4,350,1,0.5,15000,Agri Term Loan
35,48000,3000.0,2,1,4,400,1,1.0,8000,Agri Term Loan
30,110000,3000.0,2,1,2,120,0,1.0,7000,Mahabank Kisan All Purpose Term Loan
28,110000,3000.0,2,1,2,250,0,1.0,8700,Agri Loan
32,96000,4000.0,3,1,2,120,0,1.0,7200,Agri Term Loan
37,110000,4000.0,3,1,2,120,1,1.0,12000,Agri Loan
43,60000,4000.0,0,1,2,700,1,0.5,15000,Agri Loan
33,60000,3200.0,1,1,3,750,1,0.5,15000,Agri Loan
33,48000,3000.0,1,1,3,650,1,0.5,6000,Kisan Power
32,18000,4000.0,2,1,4,350,1,1.0,15000,Kisan Power
30,18000,4300.0,2,1,4,390,1,0.5,10000,Agri Term Loan
46,18000,4000.0,2,1,4,360,1,0.5,15000,Agri Term Loan
26,18000,4300.0,1,1,3,350,1,0.5,10000,Agri Term Loan
27,18000,4500.0,1,1,3,350,1,0.5,15000,Agri Loan
28,24000,4200.0,3,1,5,400,1,0.5,12000,Kisan Power
39,18000,4400.0,2,1,4,500,1,0.5,15000,Agri Term Loan
44,18000,4200.0,0,1,3,540,1,0.5,15000,Kisan Power
31,14400,4200.0,2,1,4,400,1,0.5,10000,Kisan Power
21,12000,3500.0,0,1,3,430,1,0.5,12000,Kisan Power
32,110000,4000.0,0,1,2,120,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
26,14400,4000.0,1,1,3,350,1,0.5,12000,Agri Loan
35,108000,4000.0,1,1,2,250,1,1.0,7700,Agri Loan
35,14400,4300.0,2,1,4,450,1,0.5,12000,Mahabank Kisan All Purpose Term Loan
32,12000,4100.0,2,1,4,390,1,0.5,7000,Kisan Power
38,110000,4000.0,2,1,1,120,1,1.0,12000,Agri Term Loan
35,110000,4000.0,1,1,3,350,1,1.0,12000,Agri Term Loan
32,12000,4000.0,2,1,4,450,1,0.5,10000,Mahabank Kisan All Purpose Term Loan
22,12000,4000.0,1,1,3,450,1,0.5,10000,Agri Term Loan
32,12000,4000.0,2,1,4,400,1,0.5,10000,Agri Term Loan
35,12000,4300.0,1,1,3,350,1,0.5,10000,Mahabank Kisan All Purpose Term Loan
28,12000,4500.0,2,1,4,300,1,0.5,10000,Agri Term Loan
35,96000,6000.0,2,1,2,150,0,1.0,12000,Kisan Power
34,110000,6000.0,1,1,2,100,1,1.0,7000,Agri Term Loan
20,96000,4000.0,2,1,3,5000,0,1.0,10000,Kisan Power
51,50000,3500.0,0,1,2,500,0,1.0,10000,Agri Term Loan
30,50000,3500.0,2,1,1,432,0,1.0,10000,Agri Term Loan
30,96000,4000.0,2,1,2,360,0,1.0,10000,Agri Term Loan
35,60000,2500.0,2,1,2,400,0,0.5,10000,Agri Loan
36,14400,3900.0,1,1,4,450,1,0.5,10000,Agri Term Loan
52,14400,4200.0,0,1,3,600,1,0.5,10000,Agri Term Loan
34,12000,3800.0,2,1,4,450,1,0.5,10000,Agri Term Loan
54,12000,3500.0,0,1,3,300,1,0.5,10000,Kisan Power
27,12000,3700.0,1,1,3,330,1,0.5,8000,Mahabank Kisan All Purpose Term Loan
25,12000,3800.0,1,1,3,300,1,0.5,8000,Agri Term Loan
25,12000,3900.0,2,1,4,300,1,0.5,8000,Agri Term Loan
35,12000,4000.0,2,1,4,400,1,0.5,8000,Agri Term Loan
26,14400,4000.0,1,1,3,350,1,0.5,15000,Agri Term Loan
26,12000,4000.0,1,1,3,330,1,0.5,7000,Agri Term Loan
23,12000,3700.0,1,1,3,340,1,0.5,7000,Agri Term Loan
24,12000,4000.0,2,1,4,500,1,0.5,8000,Mahabank Kisan All Purpose Term Loan
26,14400,4100.0,1,1,3,500,1,0.5,12000,Agri Term Loan
26,14400,4100.0,2,1,4,350,1,0.5,15000,Agri Term Loan
43,18000,4100.0,2,1,5,450,1,0.5,15000,Agri Term Loan
42,18000,3700.0,0,1,2,350,1,0.5,15000,Mahabank Kisan All Purpose Term Loan
39,14400,4000.0,1,1,4,450,1,0.5,15000,Kisan Power
36,14400,4000.0,1,1,4,350,1,0.5,15000,Agri Term Loan
46,14400,3900.0,0,1,3,450,1,0.5,15000,Agri Loan
35,18000,4300.0,3,1,5,500,1,0.5,15000,Mahabank Kisan All Purpose Term Loan
26,14400,4100.0,2,1,4,300,1,0.5,12000,Kisan Power
27,18000,4200.0,2,1,4,350,1,0.5,15000,Agri Term Loan
23,18000,4000.0,2,1,4,350,1,0.5,15000,Agri Term Loan
27,18000,4300.0,3,1,5,360,1,0.5,15000,Mahabank Kisan All Purpose Term Loan
36,18000,4000.0,0,1,4,370,1,0.5,15000,Agri Term Loan
27,18000,4000.0,1,1,3,370,1,0.5,15000,Agri Term Loan
25,14400,4000.0,1,1,3,360,1,0.5,15000,Agri Loan
43,18000,4000.0,0,1,3,350,1,0.5,15000,Mahabank Kisan All Purpose Term Loan
37,12000,4000.0,2,1,4,340,1,0.5,7000,Mahabank Kisan All Purpose Term Loan
45,50000,4000.0,0,1,3,600,0,1.0,10000,Agri Term Loan
50,50000,4000.0,0,1,3,700,0,0.5,10000,Mahabank Kisan All Purpose Term Loan
45,50000,4000.0,1,1,3,324,0,1.0,10000,Agri Loan
30,36000,1500.0,2,1,1,144,0,1.0,10000,Kisan Power
36,50000,2000.0,4,1,2,250,0,0.5,15000,Agri Loan
30,110000,3000.0,2,1,2,120,0,1.0,12000,Agri Term Loan
25,110000,3000.0,2,1,2,250,1,1.0,7000,Mahabank Kisan All Purpose Term Loan
35,110000,3000.0,2,1,2,500,1,1.0,8500,Agri Term Loan
38,110000,4000.0,3,1,2,400,0,0.5,12000,Agri Loan
35,108000,4000.0,2,1,2,250,0,1.0,12000,Mahabank Kisan All Purpose Term Loan
33,110000,7000.0,0,1,2,120,0,1.0,7000,Mahabank Kisan All Purpose Term Loan
34,110000,3000.0,3,1,5,150,1,1.0,12000,Agri Term Loan
38,108000,4000.0,0,1,5,400,1,1.0,12000,Kisan Power
32,110000,5000.0,2,1,4,120,0,1.0,10600,Mahabank Kisan All Purpose Term Loan
38,84000,3000.0,3,1,5,120,0,1.0,8700,Agri Loan
31,96000,3000.0,3,1,5,120,0,1.0,7000,Kisan Power
31,96000,8500.0,2,1,4,120,0,1.0,7000,Agri Term Loan
32,96000,6200.0,2,1,5,250,0,1.0,6100,Mahabank Kisan All Purpose Term Loan
40,96000,7000.0,2,1,4,250,0,1.0,10500,Agri Term Loan
45,72000,6000.0,1,1,4,120,0,1.0,11000,Kisan Power
34,96000,7000.0,2,1,4,120,0,1.0,12000,Mahabank Kisan All Purpose Term Loan
53,48000,3000.0,1,1,2,600,0,0.5,8000,Kisan Power
28,48000,3000.0,2,1,2,600,0,0.5,8000,Agri Term Loan
24,48000,3000.0,0,1,2,600,0,0.5,8000,Kisan Power
40,48000,3000.0,1,1,2,600,0,0.5,8000,Agri Term Loan
43,48000,2500.0,1,1,2,600,0,0.5,8000,Agri Term Loan
30,110000,8000.0,3,1,4,120,0,1.0,9700,Mahabank Kisan All Purpose Term Loan
40,110000,9000.0,3,1,4,250,1,1.0,12000,Agri Term Loan
38,96000,3000.0,2,1,4,250,1,1.0,12000,Kisan Power
38,110000,6000.0,2,1,4,120,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
24,84000,6000.0,2,1,4,250,1,1.0,7000,Agri Loan
41,48000,2500.0,1,1,2,600,0,0.5,8000,Agri Term Loan
40,48000,2500.0,1,1,2,600,0,0.5,8000,Agri Loan
40,48000,2500.0,0,1,2,600,0,0.5,8000,Kisan Power
46,48000,2500.0,0,1,2,600,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
48,48000,2500.0,1,1,2,600,0,0.5,8000,Agri Term Loan
31,40000,2500.0,1,1,2,600,0,0.5,8000,Agri Term Loan
47,40000,2500.0,1,1,2,600,0,0.5,8000,Agri Term Loan
29,40000,2500.0,0,1,2,600,0,0.5,8000,Kisan Power
23,40000,2500.0,1,1,2,600,0,0.5,8000,Agri Loan
28,40000,2500.0,1,1,2,600,0,0.5,8000,Agri Term Loan
43,40000,2500.0,0,1,2,600,0,0.5,8000,Agri Term Loan
38,40000,2500.0,1,1,2,600,0,0.5,8000,Agri Term Loan
28,40000,2500.0,1,1,2,600,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
45,40000,2500.0,1,1,2,600,0,0.5,8000,Agri Term Loan
27,40000,2500.0,1,1,2,600,0,0.5,8000,Agri Loan
23,40000,2500.0,1,1,2,600,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
49,40000,2500.0,0,1,2,600,0,0.5,8000,Kisan Power
22,40000,2500.0,1,1,2,600,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
24,40000,2500.0,0,1,2,600,0,0.5,8000,Agri Term Loan
50,40000,2500.0,0,1,2,600,0,0.5,8000,Agri Loan
27,60000,3300.0,2,1,4,850,1,1.0,13000,Kisan Power
36,60000,4000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
26,72000,4000.0,1,1,3,600,1,1.0,10000,Agri Term Loan
26,96000,6000.0,1,1,3,800,1,1.0,15000,Agri Term Loan
37,60000,4000.0,0,1,2,600,1,1.0,14000,Agri Term Loan
49,60000,4000.0,0,1,3,600,1,1.0,15000,Agri Term Loan
26,60000,3500.0,2,1,4,900,1,1.0,10000,Agri Term Loan
37,60000,3500.0,0,1,2,900,1,1.0,10000,Kisan Power
48,60000,3500.0,0,1,3,900,1,1.0,8000,Agri Loan
26,60000,3500.0,1,1,3,900,1,1.0,10000,Kisan Power
20,60000,3500.0,1,1,3,700,1,1.0,11000,Kisan Power
39,60000,3500.0,2,1,4,700,1,1.0,12000,Agri Term Loan
41,60000,4000.0,0,1,3,500,1,1.0,14000,Agri Term Loan
28,60000,3500.0,2,1,4,400,1,1.0,15000,Agri Loan
48,60000,4000.0,0,1,3,700,1,1.0,10000,Kisan Power
26,60000,3500.0,2,1,4,700,1,1.0,8000,Agri Term Loan
49,60000,3500.0,1,1,3,600,1,1.0,10000,Agri Loan
38,60000,3500.0,0,1,3,400,1,1.0,12000,Agri Term Loan
49,54000,3000.0,0,1,4,750,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
45,60000,3300.0,1,1,4,800,1,1.0,15000,Agri Term Loan
30,54000,3000.0,2,1,4,600,1,1.0,10000,Kisan Power
25,54000,3000.0,1,1,3,750,1,1.0,10000,Agri Term Loan
43,78000,4500.0,0,1,4,700,1,1.0,14000,Mahabank Kisan All Purpose Term Loan
26,66000,4000.0,2,1,4,700,1,1.0,9000,Mahabank Kisan All Purpose Term Loan
42,60000,3500.0,1,1,3,600,1,1.0,15000,Agri Term Loan
42,48000,2500.0,1,1,2,400,0,0.5,8000,Agri Term Loan
53,48000,2500.0,0,1,2,600,0,0.5,8000,Kisan Power
51,48000,2500.0,0,1,2,600,0,0.5,8000,Kisan Power
36,48000,2500.0,2,1,2,600,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
51,48000,2500.0,0,1,2,600,0,0.5,8000,Agri Term Loan
39,48000,2500.0,0,1,2,600,0,0.5,8000,Kisan Power
31,48000,2500.0,1,1,2,600,0,0.5,8000,Kisan Power
50,48000,2500.0,0,1,2,600,0,0.5,8000,Agri Term Loan
47,48000,2500.0,0,1,2,600,0,0.5,8000,Agri Term Loan
21,48000,3200.0,1,1,2,300,0,0.5,8000,Kisan Power
35,48000,2500.0,2,1,2,250,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
46,48000,3000.0,0,1,1,400,0,0.5,8000,Agri Loan
19,48000,3000.0,0,1,2,300,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
19,48000,3000.0,0,1,2,300,0,0.5,8000,Agri Term Loan
55,48000,3000.0,0,1,1,400,0,0.5,8000,Agri Loan
38,48000,3000.0,1,1,1,400,0,0.5,8000,Kisan Power
34,48000,2500.0,2,1,2,300,0,0.5,8000,Agri Term Loan
38,48000,3000.0,1,1,1,400,0,0.5,8000,Kisan Power
31,48000,3000.0,1,1,1,400,0,0.5,8000,Agri Term Loan
43,48000,2500.0,2,1,1,400,0,0.5,8000,Agri Term Loan
28,48000,3000.0,2,1,2,300,0,0.5,8000,Kisan Power
35,48000,2500.0,1,1,1,400,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
38,48000,3000.0,0,1,1,400,0,0.5,8000,Kisan Power
38,48000,2500.0,1,1,1,400,0,0.5,8000,Kisan Power
22,48000,2500.0,2,1,1,400,0,0.5,8000,Kisan Power
48,48000,2500.0,0,1,1,400,0,0.5,8000,Agri Term Loan
21,48000,2500.0,1,1,1,400,0,0.5,8000,Agri Term Loan
34,48000,2500.0,0,1,1,400,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
42,24000,4000.0,0,1,4,700,1,1.0,8000,Agri Loan
19,60000,4500.0,1,1,3,900,1,1.0,5000,Agri Term Loan
42,60000,4400.0,1,1,3,900,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
23,54000,4000.0,1,1,3,900,1,1.0,5000,Agri Loan
45,54000,4000.0,1,1,3,900,1,1.0,5000,Kisan Power
21,54000,4000.0,1,1,4,650,1,1.0,5000,Agri Term Loan
28,54000,4000.0,1,1,3,800,1,1.0,5000,Agri Term Loan
46,54000,4000.0,0,1,2,900,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
19,54000,4000.0,0,1,2,900,1,1.0,5000,Agri Term Loan
22,60000,4200.0,1,1,3,650,1,1.0,5000,Agri Loan
21,54000,4000.0,1,1,3,900,1,1.0,5000,Agri Term Loan
26,54000,4000.0,1,1,3,900,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
42,60000,4200.0,0,1,2,900,1,1.0,5000,Agri Term Loan
20,54000,4000.0,1,1,3,900,1,1.0,5000,Agri Loan
30,54000,4000.0,1,1,3,900,1,1.0,5000,Agri Term Loan
23,54000,3800.0,1,1,3,650,1,1.0,7000,Agri Term Loan
26,48000,2500.0,0,1,1,600,0,0.5,8000,Agri Term Loan
24,48000,2500.0,0,1,1,600,0,0.5,8000,Agri Term Loan
27,40000,2500.0,1,1,1,600,0,0.5,8000,Agri Loan
25,48000,2500.0,0,1,1,300,0,0.5,8000,Kisan Power
23,48000,3000.0,1,1,1,300,0,0.5,8000,Kisan Power
28,48000,2500.0,1,1,1,600,0,0.5,8000,Agri Loan
40,48000,3000.0,0,1,1,600,0,0.5,8000,Agri Loan
35,48000,2000.0,0,1,1,400,0,0.5,8000,Agri Loan
35,48000,2500.0,0,1,1,400,0,0.5,8000,Agri Loan
30,48000,2500.0,0,1,1,400,0,0.5,8000,Agri Term Loan
36,48000,2500.0,0,1,1,600,0,0.5,8000,Kisan Power
45,48000,2500.0,0,1,1,400,0,0.5,8000,Agri Term Loan
46,40000,2500.0,0,1,1,600,0,0.5,8000,Kisan Power
31,48000,2500.0,0,1,1,400,0,0.5,8000,Agri Loan
46,48000,2500.0,0,1,1,600,0,0.5,8000,Mahabank Kisan All Purpose Term Loan
31,48000,2500.0,0,1,1,400,0,0.5,8000,Kisan Power
21,48000,2500.0,0,1,1,600,0,0.5,8000,Agri Loan
35,54000,3800.0,2,1,4,800,1,1.0,7000,Agri Loan
21,54000,3800.0,0,1,2,900,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
25,54000,3800.0,1,1,3,900,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
48,54000,3800.0,0,1,2,650,1,1.0,5000,Agri Term Loan
28,60000,4200.0,0,1,2,900,1,1.0,5000,Kisan Power
45,54000,4000.0,0,1,2,800,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
28,60000,4200.0,1,1,3,1000,1,1.0,7000,Mahabank Kisan All Purpose Term Loan
24,60000,4400.0,0,1,2,900,1,1.0,7000,Agri Loan
30,84000,6000.0,2,1,4,120,0,1.0,12000,Agri Term Loan
33,54000,4000.0,0,1,2,1500,1,1.0,5000,Kisan Power
31,54000,4000.0,0,1,3,900,1,1.0,8000,Kisan Power
21,54000,4000.0,0,1,3,900,1,1.0,5000,Agri Term Loan
31,54000,4000.0,0,1,3,900,1,1.0,7000,Mahabank Kisan All Purpose Term Loan
34,54000,3800.0,0,1,3,900,1,1.0,7000,Agri Term Loan
29,54000,3800.0,0,1,3,650,1,1.0,7000,Kisan Power
28,54000,3800.0,0,1,3,650,1,1.0,7000,Kisan Power
30,54000,4000.0,1,1,3,900,1,1.0,7000,Agri Term Loan
40,54000,4000.0,1,1,3,650,1,1.0,7000,Agri Term Loan
39,54000,4000.0,1,1,3,650,1,1.0,7000,Mahabank Kisan All Purpose Term Loan
32,54000,4000.0,1,1,3,650,1,1.0,7000,Kisan Power
46,54000,3800.0,0,1,3,900,1,1.0,7000,Agri Loan
24,54000,3800.0,0,1,3,650,1,1.0,7000,Agri Loan
44,72000,5000.0,1,1,3,120,0,1.0,8000,Agri Term Loan
40,40000,3000.0,1,1,3,300,1,1.0,8000,Kisan Power
25,40000,3000.0,2,1,4,300,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
28,40000,3000.0,2,1,4,350,1,1.0,8000,Kisan Power
42,40000,3000.0,0,1,2,200,1,1.0,8000,Agri Term Loan
20,40000,3000.0,1,1,3,300,1,1.0,8000,Agri Term Loan
38,40000,3000.0,2,1,4,300,1,1.0,8000,Agri Term Loan
43,14400,4150.0,2,1,4,300,1,1.0,8000,Agri Term Loan
34,12000,4000.0,1,1,3,280,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
35,14400,4150.0,1,1,3,280,1,1.0,8000,Agri Term Loan
30,14400,4150.0,1,1,3,300,1,1.0,8000,Agri Loan
30,12000,4150.0,2,1,4,280,1,1.0,8000,Kisan Power
38,12000,4150.0,1,1,4,280,1,1.0,8000,Agri Loan
30,12000,4000.0,0,1,2,280,1,1.0,8000,Agri Term Loan
28,14400,4150.0,1,1,3,280,1,1.0,8000,Agri Term Loan
42,15600,4150.0,0,1,4,280,1,1.0,8000,Mahabank Kisan All Purpose Term Loan
28,14400,4150.0,1,1,2,280,0,1.0,8000,Agri Term Loan
26,12000,4150.0,0,1,2,300,1,1.0,8000,Agri Term Loan
48,36000,3000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
34,48000,3000.0,2,1,4,600,0,1.0,10000,Agri Term Loan
32,48000,3000.0,2,1,4,600,1,1.0,10000,Agri Loan
39,30000,2000.0,2,1,4,600,0,1.0,10000,Agri Term Loan
34,36000,3000.0,2,1,4,600,1,1.0,10000,Kisan Power
34,48000,3000.0,2,1,4,600,0,1.0,10000,Agri Term Loan
31,36000,2500.0,0,1,3,600,0,1.0,10000,Mahabank Kisan All Purpose Term Loan
31,48000,4000.0,2,1,4,600,1,1.0,10000,Kisan Power
26,48000,2000.0,0,1,3,600,0,1.0,10000,Kisan Power
37,24000,2000.0,2,1,4,600,1,1.0,10000,Kisan Power
24,48000,3000.0,1,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
37,24000,2000.0,2,1,4,600,0,1.0,10000,Kisan Power
28,48000,3000.0,0,1,5,600,1,1.0,10000,Agri Term Loan
29,36000,2000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
40,48000,3000.0,2,1,4,600,1,1.0,10000,Agri Loan
29,30000,2500.0,2,1,4,600,1,1.0,10000,Kisan Power
31,36000,2500.0,3,1,5,600,1,1.0,10000,Agri Loan
25,36000,3000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
42,36000,2000.0,0,1,4,600,1,1.0,10000,Agri Loan
37,48000,4000.0,2,1,5,600,1,1.0,10000,Agri Loan
58,36000,3000.0,0,1,2,600,1,1.0,10000,Agri Term Loan
48,36000,1500.0,1,1,1,600,1,1.0,10000,Agri Term Loan
42,14400,4150.0,1,1,4,280,0,1.0,8000,Kisan Power
45,14400,3700.0,0,1,2,280,0,1.0,8000,Mahabank Kisan All Purpose Term Loan
34,36000,3000.0,3,1,5,600,1,1.0,10000,Agri Loan
43,12000,3150.0,0,1,4,300,1,1.0,8000,Agri Term Loan
36,14400,4150.0,3,1,5,260,1,1.0,8000,Agri Term Loan
46,12000,4000.0,0,1,2,300,1,1.0,8000,Agri Loan
40,60000,4000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
51,14400,4150.0,1,1,3,260,1,1.0,10000,Agri Term Loan
29,16800,4150.0,1,1,3,280,0,1.0,10000,Mahabank Kisan All Purpose Term Loan
32,60000,4000.0,0,1,4,600,1,1.0,10000,Agri Loan
44,15600,4100.0,1,1,3,240,0,1.0,10000,Agri Term Loan
28,48000,3000.0,1,1,4,600,1,1.0,10000,Agri Loan
52,14400,4100.0,0,1,3,380,0,1.0,10000,Kisan Power
25,18000,4150.0,1,1,3,280,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
33,48000,3000.0,0,1,2,600,1,1.0,10000,Kisan Power
30,60000,4000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
25,14400,4100.0,1,1,3,280,0,1.0,10000,Agri Loan
49,14400,4150.0,1,1,3,360,0,1.0,8000,Agri Term Loan
42,48000,3000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
26,14400,4400.0,1,1,3,440,1,0.5,12000,Mahabank Kisan All Purpose Term Loan
28,14400,4100.0,1,1,3,350,1,0.5,12000,Agri Term Loan
23,12000,4400.0,2,1,4,300,1,0.5,10000,Mahabank Kisan All Purpose Term Loan
34,18000,4300.0,2,1,4,500,1,0.5,12000,Agri Term Loan
25,14400,4200.0,2,1,4,250,1,0.5,10000,Kisan Power
32,14400,4400.0,2,1,4,500,1,0.5,12000,Kisan Power
48,14400,4300.0,0,1,3,300,1,0.5,10000,Agri Term Loan
48,14400,4200.0,0,1,5,460,1,0.5,12000,Agri Term Loan
37,14400,4500.0,0,1,3,600,1,0.5,10000,Kisan Power
35,12000,4000.0,2,1,4,360,1,0.5,12000,Agri Term Loan
44,48000,3000.0,1,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
21,12000,4000.0,1,1,3,420,1,0.5,12000,Agri Term Loan
28,12000,4000.0,1,1,3,440,1,0.5,8000,Agri Loan
22,12000,3600.0,1,1,3,340,1,0.5,8000,Agri Loan
40,48000,3000.0,2,1,4,600,1,1.0,10000,Mahabank Kisan All Purpose Term Loan
27,14400,4500.0,3,1,5,300,1,0.5,10000,Agri Loan
48,12000,4200.0,0,1,3,340,1,0.5,12000,Agri Term Loan
21,12000,4000.0,1,1,3,430,1,0.5,8000,Agri Term Loan
42,48000,3000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
33,14400,4500.0,2,1,4,300,1,0.5,10000,Mahabank Kisan All Purpose Term Loan
25,14400,4000.0,1,1,3,350,1,0.5,12000,Agri Term Loan
43,48000,3000.0,2,1,4,600,1,1.0,10000,Kisan Power
53,12000,3700.0,0,1,2,250,1,0.5,10000,Kisan Power
25,12000,4000.0,1,1,3,360,1,0.5,12000,Agri Loan
29,48000,3000.0,0,1,2,600,1,1.0,10000,Agri Term Loan
25,12000,3800.0,2,1,4,370,1,0.5,8000,Agri Term Loan
35,14400,4200.0,1,1,3,350,1,0.5,12000,Mahabank Kisan All Purpose Term Loan
40,54000,4000.0,2,1,4,600,1,1.0,10000,Agri Term Loan
46,60000,3500.0,0,1,2,700,1,1.0,13000,Kisan Power
40,60000,3500.0,1,1,4,700,1,1.0,13000,Agri Term Loan
24,60000,3500.0,1,1,3,700,1,1.0,12000,Kisan Power
33,60000,3500.0,0,1,2,900,1,1.0,8000,Agri Loan
24,60000,3500.0,2,1,4,700,1,1.0,15000,Agri Term Loan
40,60000,3500.0,2,1,4,900,1,1.0,11000,Agri Loan
26,60000,3500.0,1,1,3,700,1,1.0,12000,Agri Term Loan
37,60000,3500.0,1,1,3,300,1,1.0,15000,Kisan Power
36,60000,3500.0,2,1,5,650,1,0.5,12000,Agri Term Loan
29,72000,4000.0,2,1,4,700,1,0.5,15000,Agri Term Loan
21,36000,3500.0,2,1,4,600,1,0.5,12000,Agri Loan
48,54000,3100.0,0,1,4,750,1,0.5,13000,Agri Term Loan
24,48000,2800.0,1,1,3,650,1,0.5,6000,Agri Term Loan
37,36000,3500.0,2,1,4,900,1,1.0,15000,Agri Term Loan
29,12000,3700.0,2,1,4,340,1,0.5,8000,Agri Term Loan
23,14400,4000.0,1,1,3,450,1,0.5,12000,Agri Term Loan
27,12000,4100.0,1,1,3,360,1,0.5,12000,Kisan Power
27,12000,4200.0,1,1,3,360,1,0.5,12000,Agri Term Loan
32,60000,4000.0,1,1,3,600,1,1.0,8000,Agri Term Loan
33,12000,4600.0,0,1,4,300,1,0.5,8000,Kisan Power
40,14400,4300.0,0,1,3,500,1,0.5,12000,Agri Loan
45,12000,4700.0,0,1,3,700,1,0.5,12000,Agri Term Loan
31,14400,4200.0,2,1,4,250,1,0.5,12000,Agri Term Loan
31,12000,4200.0,2,1,4,340,1,0.5,10000,Mahabank Kisan All Purpose Term Loan
31,14400,4700.0,1,1,3,300,1,0.5,12000,Agri Loan
32,12000,4500.0,3,1,5,450,1,0.5,12000,Kisan Power
38,60000,4000.0,1,1,3,600,1,1.0,13000,Agri Term Loan
53,12000,3700.0,0,1,2,400,1,0.5,12000,Agri Loan
26,60000,3500.0,1,1,3,650,1,1.0,15000,Agri Loan
26,12000,4100.0,2,1,4,400,1,0.5,12000,Agri Term Loan
48,54000,4500.0,1,1,4,900,1,1.0,13000,Agri Term Loan
26,14400,3800.0,1,1,3,450,1,0.5,12000,Agri Loan
33,12000,4400.0,2,1,4,550,1,0.5,12000,Agri Term Loan
30,12000,4500.0,2,1,4,500,1,0.5,12000,Mahabank Kisan All Purpose Term Loan
39,72000,4300.0,2,1,4,750,1,1.0,15000,Kisan Power
30,60000,4000.0,2,1,3,600,1,1.0,10000,Agri Term Loan
24,60000,4000.0,2,1,4,600,1,1.0,8000,Kisan Power
39,60000,4000.0,0,1,3,600,1,1.0,15000,Kisan Power
38,25000,3500.0,0,1,3,700,1,1.0,12000,Mahabank Kisan All Purpose Term Loan
41,60000,4000.0,1,1,3,600,1,1.0,8000,Agri Term Loan
35,40000,3000.0,3,1,4,300,1,1.0,8000,Kisan Power
22,40000,3000.0,1,1,3,350,1,1.0,8000,Agri Loan
32,40000,3000.0,2,1,4,300,1,1.0,8000,Kisan Power
31,14400,4800.0,3,1,5,360,1,0.5,12000,Agri Term Loan
